order_id,order_number,customer_id,order_date,status,subtotal,discount_percent,shipping_cost,tax_amount,total_amount,payment_method,shipping_method,promotion_id,notes
477,ORD-20230710-00477,47,2023-07-10,cancelado,2866.87,15,320,602.04,3358.88,paypal,express,9,Nota del cliente: Envolver para regalo
478,ORD-20230417-00478,208,2023-04-17,procesando,2860.5,11,130,600.71,3276.56,debit_card,pickup,,
479,ORD-20231225-00479,202,2023-12-25,pendiente,2023.49,0,340,424.93,2788.42,credit_card,standard,,
480,ORD-20240613-00480,60,2024-06-13,procesando,5441.91,4,370,1142.8,6737.03,bank_transfer,pickup,,
481,ORD-20240206-00481,271,2024-02-06,entregado,2491.73,12,290,523.26,3005.98,cash_on_delivery,pickup,,
482,ORD-20241028-00482,144,2024-10-28,cancelado,4493.81,9,100,943.7,5133.07,paypal,same_day,,
483,ORD-20240515-00483,285,2024-05-15,enviado,5974.07,17,430,1254.55,6643.03,credit_card,same_day,,
484,ORD-20230711-00484,212,2023-07-11,cancelado,1128.26,12,360,236.93,1589.8,bank_transfer,express,,
485,ORD-20250324-00485,117,2025-03-24,enviado,3328.2,0,90,698.92,4117.12,paypal,same_day,,
486,ORD-20240902-00486,235,2024-09-02,cancelado,4589.18,7,80,963.73,5311.67,credit_card,express,3,
487,ORD-20240917-00487,33,2024-09-17,cancelado,4648.32,5,460,976.15,5852.05,bank_transfer,standard,,
488,ORD-20250322-00488,176,2025-03-22,pendiente,3630.05,8,490,762.31,4591.96,debit_card,same_day,2,
489,ORD-20231004-00489,277,2023-10-04,entregado,5803.37,4,200,1218.71,6989.95,debit_card,same_day,,
490,ORD-20240904-00490,23,2024-09-04,pendiente,2621.13,16,370,550.44,3122.19,debit_card,express,5,
491,ORD-20241119-00491,273,2024-11-19,pendiente,2338.07,19,330,490.99,2714.83,credit_card,express,,
492,ORD-20230910-00492,326,2023-09-10,procesando,115.96,1,80,24.35,219.15,cash_on_delivery,same_day,1,
493,ORD-20240704-00493,113,2024-07-04,enviado,3583.9,3,420,752.62,4649,debit_card,standard,7,
494,ORD-20260228-00494,297,2026-02-28,entregado,214.26,9,180,44.99,419.97,bank_transfer,express,,Nota del cliente: Entregar por la tarde
495,ORD-20241210-00495,279,2024-12-10,procesando,4011.78,8,500,842.47,5033.31,bank_transfer,express,,
496,ORD-20230421-00496,71,2023-04-21,entregado,3751.13,19,500,787.74,4326.16,cash_on_delivery,express,,
497,ORD-20250206-00497,218,2025-02-06,pendiente,5124.83,1,270,1076.21,6419.79,paypal,express,8,
498,ORD-20240401-00498,44,2024-04-01,procesando,3055.08,19,250,641.57,3366.18,bank_transfer,same_day,,
499,ORD-20240611-00499,14,2024-06-11,cancelado,1340.68,4,370,281.54,1938.59,bank_transfer,pickup,,
500,ORD-20240919-00500,175,2024-09-19,enviado,1848.48,15,360,388.18,2319.39,bank_transfer,same_day,8,
501,ORD-20240731-00501,46,2024-07-31,pendiente,1624.4,9,320,341.12,2139.32,paypal,express,,
502,ORD-20251231-00502,8,2025-12-31,cancelado,1789.1,17,50,375.71,1910.66,debit_card,pickup,,
503,ORD-20250530-00503,156,2025-05-30,pendiente,757.08,11,240,158.99,1072.79,credit_card,same_day,,
504,ORD-20250930-00504,53,2025-09-30,enviado,4423.37,8,430,928.91,5428.41,paypal,same_day,4,
505,ORD-20251120-00505,297,2025-11-20,cancelado,5396.49,1,350,1133.26,6825.79,debit_card,pickup,,
506,ORD-20250818-00506,287,2025-08-18,enviado,2380.97,9,180,500,2846.68,bank_transfer,same_day,,
507,ORD-20230621-00507,58,2023-06-21,procesando,2206.58,12,180,463.38,2585.17,credit_card,express,,
508,ORD-20251123-00508,56,2025-11-23,procesando,1079.67,3,490,226.73,1764.01,credit_card,express,2,
509,ORD-20230624-00509,101,2023-06-24,cancelado,3002.15,12,390,630.45,3662.34,credit_card,same_day,,
510,ORD-20230222-00510,108,2023-02-22,enviado,629.58,13,70,132.21,749.94,debit_card,pickup,3,Nota del cliente: Entregar por la tarde
511,ORD-20240211-00511,215,2024-02-11,cancelado,745.2,14,160,156.49,957.36,bank_transfer,standard,,
512,ORD-20240704-00512,261,2024-07-04,enviado,1624.4,10,430,341.12,2233.08,cash_on_delivery,pickup,,
513,ORD-20250810-00513,247,2025-08-10,procesando,508.2,9,210,106.72,779.18,credit_card,standard,,
514,ORD-20240628-00514,33,2024-06-28,entregado,196.35,16,280,41.23,486.16,paypal,standard,,Nota del cliente: Envolver para regalo
515,ORD-20240831-00515,7,2024-08-31,pendiente,2483.28,17,260,521.49,2842.61,credit_card,standard,,
516,ORD-20241230-00516,142,2024-12-30,pendiente,4142.69,5,160,869.96,4965.52,cash_on_delivery,standard,,
517,ORD-20250228-00517,68,2025-02-28,pendiente,1348,18,60,283.08,1448.44,debit_card,standard,9,Nota del cliente: Envolver para regalo
518,ORD-20250831-00518,26,2025-08-31,procesando,2366.88,9,230,497.04,2880.9,credit_card,pickup,2,
519,ORD-20231218-00519,300,2023-12-18,pendiente,3484.35,16,340,731.71,3998.56,paypal,standard,,
520,ORD-20250102-00520,327,2025-01-02,pendiente,2832.91,1,90,594.91,3489.49,bank_transfer,pickup,,
521,ORD-20231220-00521,244,2023-12-20,cancelado,3577.85,2,30,751.35,4287.64,bank_transfer,standard,,Nota del cliente: Dejar en portería
522,ORD-20230702-00522,286,2023-07-02,procesando,1244.83,12,490,261.41,1846.86,debit_card,same_day,,
523,ORD-20250114-00523,136,2025-01-14,cancelado,362.16,16,140,76.05,520.26,debit_card,standard,,
524,ORD-20250104-00524,34,2025-01-04,cancelado,1145.74,18,270,240.61,1450.12,debit_card,standard,,
525,ORD-20251204-00525,273,2025-12-04,procesando,1330.31,1,350,279.37,1946.38,bank_transfer,pickup,6,Nota del cliente: Entregar por la tarde
526,ORD-20240229-00526,281,2024-02-29,pendiente,3879.28,17,450,814.65,4484.45,credit_card,pickup,,
527,ORD-20230927-00527,63,2023-09-27,enviado,1175.64,19,470,246.88,1669.15,paypal,same_day,,
528,ORD-20230905-00528,97,2023-09-05,enviado,3439.47,19,240,722.29,3748.26,debit_card,standard,10,
529,ORD-20230315-00529,201,2023-03-15,enviado,1023.18,5,170,214.87,1356.89,cash_on_delivery,standard,,Nota del cliente: Entregar por la tarde
530,ORD-20250316-00530,280,2025-03-16,cancelado,2944.17,10,60,618.28,3328.03,credit_card,same_day,,
531,ORD-20230516-00531,171,2023-05-16,enviado,1912.52,4,0,401.63,2237.65,credit_card,standard,,Nota del cliente: Dejar en portería
532,ORD-20230727-00532,253,2023-07-27,cancelado,663.88,20,150,139.41,820.51,bank_transfer,pickup,,
533,ORD-20250424-00533,210,2025-04-24,entregado,502.58,6,180,105.54,757.97,bank_transfer,pickup,4,
534,ORD-20231120-00534,51,2023-11-20,pendiente,2834.98,19,400,595.35,3291.68,paypal,pickup,,
535,ORD-20250316-00535,271,2025-03-16,enviado,1865.39,18,390,391.73,2311.35,debit_card,express,,
536,ORD-20250430-00536,317,2025-04-30,entregado,2933.35,13,40,616,3208.01,cash_on_delivery,pickup,,
537,ORD-20230421-00537,63,2023-04-21,entregado,4144.9,20,280,870.43,4466.35,credit_card,same_day,,
538,ORD-20231006-00538,82,2023-10-06,entregado,4982.11,12,40,1046.24,5470.5,debit_card,express,9,
539,ORD-20240904-00539,11,2024-09-04,cancelado,1900.65,16,150,399.14,2145.69,bank_transfer,standard,,
540,ORD-20250228-00540,225,2025-02-28,enviado,2219.22,15,270,466.04,2622.38,cash_on_delivery,express,,
541,ORD-20250622-00541,220,2025-06-22,cancelado,1263.82,14,180,265.4,1532.29,cash_on_delivery,pickup,,
542,ORD-20241215-00542,41,2024-12-15,procesando,3937.97,2,30,826.97,4716.18,bank_transfer,same_day,10,
543,ORD-20240510-00543,22,2024-05-10,enviado,2152.01,19,130,451.92,2325.05,debit_card,same_day,,
544,ORD-20240914-00544,51,2024-09-14,entregado,394.84,5,360,82.92,818.02,cash_on_delivery,pickup,,Nota del cliente: Envolver para regalo
545,ORD-20250417-00545,51,2025-04-17,enviado,4111.8,14,500,863.48,4899.63,bank_transfer,same_day,,Nota del cliente: Dejar en portería
546,ORD-20250614-00546,260,2025-06-14,entregado,2275.35,4,250,477.82,2912.16,paypal,express,,
547,ORD-20241229-00547,66,2024-12-29,procesando,2571.82,11,280,540.08,3109,cash_on_delivery,standard,,
548,ORD-20241117-00548,237,2024-11-17,cancelado,332.82,15,150,69.89,502.79,debit_card,standard,,
549,ORD-20240317-00549,246,2024-03-17,enviado,499.81,1,430,104.96,1029.77,cash_on_delivery,pickup,,
550,ORD-20241123-00550,291,2024-11-23,procesando,197.42,10,420,41.46,639.14,cash_on_delivery,standard,7,
551,ORD-20240802-00551,278,2024-08-02,enviado,3901.62,6,230,819.34,4716.86,bank_transfer,express,,
552,ORD-20230731-00552,127,2023-07-31,enviado,2937.68,8,470,616.91,3789.58,bank_transfer,pickup,,
553,ORD-20240426-00553,262,2024-04-26,procesando,2662.6,7,150,559.15,3185.37,bank_transfer,same_day,,
554,ORD-20240119-00554,31,2024-01-19,enviado,2029.37,15,120,426.17,2271.13,bank_transfer,same_day,,
555,ORD-20240703-00555,90,2024-07-03,pendiente,84.3,11,380,17.7,472.73,paypal,standard,,
556,ORD-20240706-00556,41,2024-07-06,pendiente,1905.44,13,190,400.14,2247.87,debit_card,express,,Nota del cliente: Entregar por la tarde
557,ORD-20230324-00557,262,2023-03-24,cancelado,1088.39,6,410,228.56,1661.65,paypal,pickup,,
558,ORD-20241222-00558,104,2024-12-22,enviado,3628.36,17,20,761.96,3793.5,bank_transfer,same_day,,
559,ORD-20230818-00559,134,2023-08-18,enviado,1142.3,12,290,239.88,1535.1,credit_card,standard,,
560,ORD-20240816-00560,320,2024-08-16,enviado,193.2,12,410,40.57,620.59,cash_on_delivery,pickup,,
561,ORD-20241122-00561,173,2024-11-22,procesando,2218.66,13,110,465.92,2506.15,credit_card,same_day,,
562,ORD-20250810-00562,74,2025-08-10,pendiente,3866.44,7,20,811.95,4427.74,cash_on_delivery,express,10,Nota del cliente: Entregar por la tarde
563,ORD-20231104-00563,45,2023-11-04,pendiente,3203.44,16,430,672.72,3793.61,paypal,same_day,6,Nota del cliente: Entregar por la tarde
564,ORD-20240721-00564,53,2024-07-21,entregado,2897.8,16,30,608.54,3072.69,bank_transfer,standard,7,
565,ORD-20241203-00565,327,2024-12-03,enviado,3733.55,5,360,784.05,4690.92,cash_on_delivery,standard,,
566,ORD-20260131-00566,49,2026-01-31,entregado,3445.03,20,60,723.46,3539.48,bank_transfer,same_day,,
567,ORD-20240407-00567,125,2024-04-07,procesando,379.02,8,500,79.59,928.29,debit_card,express,,
568,ORD-20240319-00568,9,2024-03-19,enviado,4734.51,13,410,994.25,5523.27,credit_card,standard,,
569,ORD-20240503-00569,109,2024-05-03,cancelado,3746.21,14,430,786.7,4438.44,bank_transfer,standard,,
570,ORD-20250807-00570,73,2025-08-07,procesando,3492.54,8,370,733.43,4316.57,bank_transfer,express,,
571,ORD-20250206-00571,180,2025-02-06,pendiente,2828.38,6,210,593.96,3462.64,debit_card,same_day,,
572,ORD-20240331-00572,248,2024-03-31,cancelado,2485.97,16,260,522.05,2870.26,credit_card,express,,Nota del cliente: Dejar en portería
573,ORD-20241103-00573,191,2024-11-03,cancelado,2104.41,14,380,441.93,2631.72,debit_card,express,9,
574,ORD-20251214-00574,252,2025-12-14,procesando,196.37,15,220,41.24,428.15,debit_card,pickup,,Nota del cliente: Entregar por la tarde
575,ORD-20250705-00575,268,2025-07-05,entregado,109.6,19,440,23.02,551.8,bank_transfer,pickup,,
576,ORD-20250130-00576,36,2025-01-30,procesando,3560.17,1,260,747.64,4532.21,bank_transfer,pickup,,
577,ORD-20241224-00577,236,2024-12-24,pendiente,2486.77,16,250,522.22,2861.11,credit_card,same_day,,Nota del cliente: Llamar antes
578,ORD-20231212-00578,115,2023-12-12,pendiente,2917.76,3,100,612.73,3542.96,paypal,express,,
579,ORD-20231114-00579,152,2023-11-14,procesando,5626.61,7,390,1181.59,6804.34,cash_on_delivery,pickup,,
580,ORD-20230106-00580,331,2023-01-06,enviado,1567.52,1,250,329.18,2131.02,cash_on_delivery,standard,,
581,ORD-20230214-00581,258,2023-02-14,pendiente,2207.4,2,140,463.55,2766.8,debit_card,same_day,6,
582,ORD-20250708-00582,66,2025-07-08,pendiente,6501.71,7,280,1365.36,7691.95,credit_card,express,,
583,ORD-20251029-00583,42,2025-10-29,entregado,3756.27,2,430,788.82,4899.96,bank_transfer,pickup,10,
584,ORD-20230106-00584,263,2023-01-06,entregado,4099.8,2,310,860.96,5188.76,bank_transfer,standard,,
585,ORD-20250721-00585,266,2025-07-21,pendiente,2383.21,2,390,500.47,3226.02,credit_card,standard,,
586,ORD-20250719-00586,330,2025-07-19,procesando,6115.34,7,380,1284.22,7351.49,cash_on_delivery,express,,
587,ORD-20240503-00587,265,2024-05-03,enviado,1351.42,0,70,283.8,1705.22,paypal,standard,5,
588,ORD-20240314-00588,148,2024-03-14,cancelado,1625.55,12,350,341.37,2121.85,bank_transfer,standard,,
589,ORD-20250519-00589,14,2025-05-19,pendiente,2237.7,16,460,469.92,2809.59,paypal,express,,
590,ORD-20250802-00590,86,2025-08-02,procesando,265.19,20,370,55.69,637.84,cash_on_delivery,express,1,
591,ORD-20230611-00591,153,2023-06-11,enviado,223.91,16,130,47.02,365.1,cash_on_delivery,express,,Nota del cliente: Envolver para regalo
592,ORD-20260129-00592,152,2026-01-29,entregado,493.42,3,50,103.62,632.24,bank_transfer,same_day,,Nota del cliente: Envolver para regalo
593,ORD-20250302-00593,102,2025-03-02,cancelado,431.4,17,360,90.59,808.65,bank_transfer,pickup,,
594,ORD-20241209-00594,182,2024-12-09,entregado,5124.41,16,90,1076.13,5470.63,paypal,pickup,,
595,ORD-20240816-00595,330,2024-08-16,procesando,57.98,20,250,12.18,308.56,paypal,standard,4,
596,ORD-20230511-00596,167,2023-05-11,pendiente,2973.23,0,140,624.38,3737.61,credit_card,same_day,,
597,ORD-20231216-00597,261,2023-12-16,cancelado,1491.46,17,280,313.21,1831.12,cash_on_delivery,express,1,
598,ORD-20240730-00598,175,2024-07-30,pendiente,3494.46,0,410,733.84,4638.3,cash_on_delivery,same_day,9,
599,ORD-20231116-00599,60,2023-11-16,entregado,1237.5,20,410,259.88,1659.88,cash_on_delivery,standard,,
600,ORD-20250124-00600,16,2025-01-24,cancelado,1577.4,18,200,331.25,1824.72,debit_card,express,,
601,ORD-20260211-00601,305,2026-02-11,entregado,801.25,3,160,168.26,1105.47,debit_card,same_day,,
602,ORD-20240531-00602,13,2024-05-31,enviado,1304.49,11,110,273.94,1544.94,debit_card,standard,,
603,ORD-20250805-00603,238,2025-08-05,procesando,834.85,7,480,175.32,1431.73,debit_card,pickup,,
604,ORD-20230228-00604,88,2023-02-28,procesando,4480.94,2,20,941,5352.32,credit_card,standard,,
605,ORD-20230420-00605,119,2023-04-20,cancelado,26.13,16,270,5.49,297.44,paypal,express,,
606,ORD-20231209-00606,122,2023-12-09,entregado,3602.66,4,270,756.56,4485.11,bank_transfer,same_day,,
607,ORD-20230315-00607,264,2023-03-15,entregado,5292.42,1,240,1111.41,6590.91,bank_transfer,express,8,
608,ORD-20240717-00608,330,2024-07-17,pendiente,2533.49,20,320,532.03,2878.82,debit_card,express,4,
609,ORD-20231021-00609,231,2023-10-21,cancelado,4591.95,4,120,964.31,5492.58,bank_transfer,pickup,,
610,ORD-20230126-00610,331,2023-01-26,pendiente,3115.24,7,110,654.2,3661.37,cash_on_delivery,same_day,,
611,ORD-20240514-00611,229,2024-05-14,procesando,592.11,13,130,124.34,769.48,paypal,express,4,
612,ORD-20231201-00612,190,2023-12-01,cancelado,1979.65,6,50,415.73,2326.6,bank_transfer,pickup,5,
613,ORD-20250825-00613,235,2025-08-25,enviado,2443.6,10,90,513.16,2802.4,bank_transfer,standard,,
614,ORD-20260107-00614,108,2026-01-07,entregado,631.7,11,0,132.66,694.87,bank_transfer,same_day,,
615,ORD-20260114-00615,31,2026-01-14,procesando,3646.99,1,430,765.87,4806.39,credit_card,standard,,
616,ORD-20241231-00616,22,2024-12-31,procesando,1143.03,17,110,240.04,1298.75,credit_card,pickup,1,Nota del cliente: Envolver para regalo
617,ORD-20230103-00617,246,2023-01-03,procesando,5891.09,13,60,1237.13,6422.38,cash_on_delivery,pickup,,
618,ORD-20230915-00618,61,2023-09-15,pendiente,1424.29,9,240,299.1,1835.2,bank_transfer,express,,
619,ORD-20250911-00619,39,2025-09-11,entregado,2264.93,7,460,475.64,3042.02,credit_card,pickup,,
620,ORD-20240125-00620,40,2024-01-25,procesando,82.2,11,250,17.26,340.42,paypal,standard,10,
621,ORD-20240919-00621,257,2024-09-19,cancelado,1514.26,19,330,317.99,1874.54,cash_on_delivery,standard,7,
622,ORD-20230930-00622,8,2023-09-30,cancelado,366.69,16,500,77,885.02,paypal,express,,
623,ORD-20240628-00623,148,2024-06-28,enviado,2748.25,9,300,577.13,3378.04,paypal,standard,,
624,ORD-20230102-00624,206,2023-01-02,enviado,2066.73,2,500,434.01,2959.41,credit_card,express,,
625,ORD-20230613-00625,252,2023-06-13,pendiente,1193.2,5,150,250.57,1534.11,debit_card,standard,,
626,ORD-20250526-00626,334,2025-05-26,enviado,1786.78,2,250,375.22,2376.26,cash_on_delivery,standard,,Nota del cliente: Dejar en portería
627,ORD-20251018-00627,138,2025-10-18,enviado,4694.76,0,230,985.9,5910.66,bank_transfer,standard,,
628,ORD-20250906-00628,15,2025-09-06,enviado,1976.1,5,470,414.98,2762.28,debit_card,standard,10,
629,ORD-20240731-00629,81,2024-07-31,entregado,2427.65,20,400,509.81,2851.93,paypal,express,4,
630,ORD-20230802-00630,113,2023-08-02,enviado,1211.16,8,210,254.34,1578.61,paypal,express,,
631,ORD-20240711-00631,195,2024-07-11,entregado,3177.08,10,270,667.19,3796.56,debit_card,standard,,
632,ORD-20251214-00632,183,2025-12-14,entregado,2015.44,5,310,423.24,2647.91,bank_transfer,express,,
633,ORD-20241210-00633,153,2024-12-10,procesando,5437.43,5,120,1141.86,6427.42,bank_transfer,standard,,Nota del cliente: Envolver para regalo
634,ORD-20250719-00634,330,2025-07-19,procesando,3922.1,16,160,823.64,4278.2,credit_card,standard,,
635,ORD-20250921-00635,67,2025-09-21,enviado,3473.65,2,110,729.47,4243.65,credit_card,pickup,,
636,ORD-20240108-00636,303,2024-01-08,pendiente,350.92,18,310,73.69,671.44,credit_card,express,7,
637,ORD-20241218-00637,169,2024-12-18,enviado,1311.81,19,190,275.48,1528.05,credit_card,same_day,5,
638,ORD-20250115-00638,12,2025-01-15,procesando,625.17,20,300,131.29,931.43,credit_card,standard,,Nota del cliente: Envolver para regalo
639,ORD-20230108-00639,55,2023-01-08,enviado,392.74,3,420,82.48,883.44,credit_card,same_day,4,
640,ORD-20241221-00640,32,2024-12-21,pendiente,1201.64,3,0,252.34,1417.93,credit_card,pickup,,Nota del cliente: Llamar antes
641,ORD-20230818-00641,264,2023-08-18,pendiente,819.81,10,380,172.16,1289.99,paypal,express,,
642,ORD-20230509-00642,40,2023-05-09,cancelado,2164.48,1,340,454.54,2937.38,credit_card,standard,,
643,ORD-20250424-00643,330,2025-04-24,cancelado,924.13,14,60,194.07,1048.82,paypal,express,,
644,ORD-20230706-00644,71,2023-07-06,procesando,3462.68,17,170,727.16,3771.18,credit_card,standard,,
645,ORD-20230925-00645,38,2023-09-25,pendiente,347.2,4,140,72.91,546.22,bank_transfer,same_day,7,
646,ORD-20250512-00646,277,2025-05-12,pendiente,4757.95,6,260,999.17,5731.64,cash_on_delivery,express,8,
647,ORD-20250420-00647,78,2025-04-20,pendiente,5324.57,1,130,1118.16,6519.48,bank_transfer,same_day,,
648,ORD-20240506-00648,272,2024-05-06,pendiente,3293.53,18,280,691.64,3672.33,credit_card,same_day,,
649,ORD-20231220-00649,76,2023-12-20,cancelado,1457.4,17,360,306.05,1875.69,paypal,express,,
650,ORD-20241015-00650,98,2024-10-15,procesando,3246.45,9,190,681.75,3826.02,bank_transfer,same_day,,
651,ORD-20240829-00651,261,2024-08-29,procesando,1155.03,4,150,242.56,1501.39,paypal,standard,,
652,ORD-20230126-00652,115,2023-01-26,cancelado,3144.49,11,500,660.34,3958.94,paypal,express,,
653,ORD-20241213-00653,165,2024-12-13,procesando,2883.52,14,20,605.54,3105.37,cash_on_delivery,standard,,
654,ORD-20250305-00654,140,2025-03-05,pendiente,1409.73,0,460,296.04,2165.77,debit_card,same_day,,
655,ORD-20230721-00655,114,2023-07-21,enviado,3167.29,12,440,665.13,3892.35,debit_card,same_day,,
656,ORD-20250710-00656,69,2025-07-10,enviado,1128.26,10,250,236.93,1502.36,paypal,same_day,,
657,ORD-20250212-00657,291,2025-02-12,pendiente,1587.88,0,130,333.45,2051.33,credit_card,pickup,,Nota del cliente: Llamar antes
658,ORD-20240725-00658,166,2024-07-25,entregado,4267.36,2,190,896.15,5268.16,credit_card,standard,,Nota del cliente: Envolver para regalo
659,ORD-20251117-00659,218,2025-11-17,procesando,1743.18,16,40,366.07,1870.34,credit_card,same_day,6,
660,ORD-20240123-00660,132,2024-01-23,pendiente,223.91,2,460,47.02,726.45,bank_transfer,express,,
661,ORD-20240416-00661,312,2024-04-16,cancelado,3916.23,2,60,822.41,4720.32,credit_card,same_day,8,
662,ORD-20230508-00662,215,2023-05-08,cancelado,785.48,10,320,164.95,1191.88,debit_card,pickup,7,
663,ORD-20260115-00663,325,2026-01-15,procesando,3784.36,7,110,794.72,4424.17,paypal,standard,6,
664,ORD-20240618-00664,154,2024-06-18,entregado,2226.52,12,460,467.57,2886.91,paypal,same_day,,
665,ORD-20230705-00665,272,2023-07-05,cancelado,2736.03,13,400,574.57,3354.92,paypal,pickup,10,
666,ORD-20260123-00666,2,2026-01-23,pendiente,3469.07,1,280,728.5,4442.88,credit_card,same_day,,
667,ORD-20230128-00667,131,2023-01-28,enviado,3020.55,14,20,634.32,3251.99,debit_card,pickup,5,
668,ORD-20230629-00668,210,2023-06-29,procesando,3095.97,2,120,650.15,3804.2,cash_on_delivery,standard,2,Nota del cliente: Envolver para regalo
669,ORD-20240821-00669,23,2024-08-21,entregado,1722.9,5,370,361.81,2368.57,bank_transfer,same_day,,
670,ORD-20230127-00670,181,2023-01-27,enviado,204.87,19,150,43.02,358.96,credit_card,express,4,
671,ORD-20230823-00671,141,2023-08-23,enviado,738.41,4,450,155.07,1313.94,debit_card,express,,
672,ORD-20241204-00672,7,2024-12-04,pendiente,2877.69,19,90,604.31,3025.24,credit_card,same_day,8,
673,ORD-20250328-00673,303,2025-03-28,pendiente,231.92,11,410,48.7,665.11,paypal,pickup,,
674,ORD-20240126-00674,248,2024-01-26,pendiente,3470.71,0,480,728.85,4679.56,cash_on_delivery,standard,6,
675,ORD-20230823-00675,297,2023-08-23,pendiente,2025.9,5,290,425.44,2640.05,bank_transfer,pickup,,Nota del cliente: Envolver para regalo
676,ORD-20240415-00676,32,2024-04-15,entregado,3260.23,18,380,684.65,3738.04,bank_transfer,express,,
677,ORD-20230807-00677,67,2023-08-07,cancelado,933.74,19,340,196.09,1292.42,cash_on_delivery,same_day,,
678,ORD-20231216-00678,133,2023-12-16,enviado,2951.3,7,20,619.77,3384.48,cash_on_delivery,same_day,,Nota del cliente: Llamar antes
679,ORD-20230403-00679,250,2023-04-03,enviado,3161.94,20,280,664.01,3473.56,debit_card,express,,
680,ORD-20250416-00680,212,2025-04-16,entregado,2429.92,7,400,510.28,3170.11,paypal,express,,
681,ORD-20230511-00681,274,2023-05-11,entregado,1814.36,14,460,381.02,2401.37,paypal,same_day,,
682,ORD-20250323-00682,328,2025-03-23,pendiente,2480.45,5,30,520.89,2907.32,paypal,standard,7,
683,ORD-20230817-00683,123,2023-08-17,pendiente,265.19,0,480,55.69,800.88,cash_on_delivery,pickup,,
684,ORD-20251219-00684,279,2025-12-19,cancelado,6765.22,12,280,1420.7,7654.09,debit_card,pickup,,
685,ORD-20230809-00685,68,2023-08-09,entregado,1338.63,1,30,281.11,1636.35,paypal,express,,Nota del cliente: Entregar por la tarde
686,ORD-20250818-00686,28,2025-08-18,cancelado,1981.76,20,260,416.17,2261.58,debit_card,same_day,,
687,ORD-20230317-00687,14,2023-03-17,entregado,3713.91,4,160,779.92,4505.27,bank_transfer,standard,3,
688,ORD-20230202-00688,6,2023-02-02,pendiente,3340.06,15,190,701.41,3730.46,credit_card,pickup,,
689,ORD-20250205-00689,128,2025-02-05,entregado,2074.57,0,50,435.66,2560.23,debit_card,same_day,,
690,ORD-20251019-00690,313,2025-10-19,cancelado,3537.22,10,80,742.82,4006.32,cash_on_delivery,pickup,,
691,ORD-20240410-00691,52,2024-04-10,procesando,1058.9,20,320,222.37,1389.49,credit_card,standard,,
692,ORD-20250428-00692,229,2025-04-28,pendiente,2997.45,17,480,629.46,3597.34,bank_transfer,express,,
693,ORD-20241011-00693,316,2024-10-11,entregado,2146.7,1,70,450.81,2646.04,paypal,express,5,
694,ORD-20241228-00694,123,2024-12-28,procesando,1327.53,12,250,278.78,1697.01,bank_transfer,pickup,,
695,ORD-20240624-00695,320,2024-06-24,enviado,1593.33,8,200,334.6,2000.46,debit_card,same_day,,
696,ORD-20240123-00696,307,2024-01-23,procesando,1323.24,5,420,277.88,1954.96,cash_on_delivery,express,,
697,ORD-20250620-00697,283,2025-06-20,pendiente,2511.81,6,210,527.48,3098.58,credit_card,same_day,,
698,ORD-20250407-00698,99,2025-04-07,enviado,2530.37,10,280,531.38,3088.71,paypal,same_day,,
699,ORD-20240819-00699,184,2024-08-19,procesando,3104.13,9,200,651.87,3676.63,credit_card,express,,
700,ORD-20230414-00700,69,2023-04-14,procesando,160.25,3,330,33.65,519.09,paypal,same_day,4,
701,ORD-20250907-00701,38,2025-09-07,entregado,2722.98,15,320,571.83,3206.36,debit_card,express,,
702,ORD-20230710-00702,318,2023-07-10,cancelado,378.54,14,220,79.49,625.03,cash_on_delivery,express,,
703,ORD-20240425-00703,116,2024-04-25,pendiente,325.85,5,420,68.43,797.99,debit_card,pickup,,
704,ORD-20250925-00704,304,2025-09-25,pendiente,1031.29,2,140,216.57,1367.23,paypal,express,,
705,ORD-20251011-00705,158,2025-10-11,cancelado,1238.51,11,410,260.09,1772.36,debit_card,pickup,,
706,ORD-20250330-00706,56,2025-03-30,entregado,1717.36,5,290,360.65,2282.14,debit_card,same_day,,
707,ORD-20241009-00707,285,2024-10-09,cancelado,2402.32,19,140,504.49,2590.37,debit_card,pickup,,
708,ORD-20240417-00708,35,2024-04-17,procesando,109.6,20,500,23.02,610.7,cash_on_delivery,standard,,
709,ORD-20240204-00709,265,2024-02-04,procesando,918.02,1,260,192.78,1361.62,bank_transfer,express,,
710,ORD-20230121-00710,16,2023-01-21,procesando,1988.53,3,280,417.59,2626.46,credit_card,standard,,Nota del cliente: Llamar antes
711,ORD-20230303-00711,83,2023-03-03,enviado,4524.77,8,210,950.2,5322.99,credit_card,express,2,
712,ORD-20240427-00712,240,2024-04-27,cancelado,2635.18,18,460,553.39,3174.24,paypal,standard,,
713,ORD-20230105-00713,66,2023-01-05,pendiente,513.2,14,220,107.77,769.12,bank_transfer,same_day,,
714,ORD-20240126-00714,117,2024-01-26,enviado,1525.45,14,210,320.34,1842.23,bank_transfer,same_day,,
715,ORD-20240521-00715,31,2024-05-21,cancelado,918.02,6,320,192.78,1375.72,debit_card,standard,,
716,ORD-20260119-00716,293,2026-01-19,enviado,2480.45,9,210,520.89,2988.1,debit_card,standard,,
717,ORD-20241027-00717,292,2024-10-27,entregado,2003.44,17,150,420.72,2233.58,debit_card,same_day,,Nota del cliente: Entregar por la tarde
718,ORD-20230612-00718,87,2023-06-12,entregado,1323.24,5,230,277.88,1764.96,credit_card,same_day,8,
